Номер;ГК/Филиал;Подразделение;Департамент;Отдел;Должность;ФИО;Ставка;ФОТ;Регион;Квалификация;Свобода_решений;Правила_подразделения;Правила_компании;Люди_в_адм_подчинении;Люди_в_функц_подчинении_внешние;Цель_общения_компания;Год_влияние_на_финрезультат;Стоимость_ошибки
9262562;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Главный менеджер по страхованию;Бабанова Оксана Родионовна;1;30000;нижегородская обл;2;2;1;1;1;1;1;2;1
9368611;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Главный менеджер по страхованию;Мельникова Рената Владиленовна;1;25000;самарская обл;2;2;1;1;1;1;1;2;1
9397659;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Главный менеджер по страхованию;Копейкин Савелий Всеволодович;1;25000;самарская обл;2;2;1;1;1;1;1;2;1
9791324;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Главный менеджер по страхованию;Маслюка Берта Александровна;1;20000;нижегородская обл;2;2;1;1;1;1;1;2;1
9853735;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Главный менеджер по страхованию;Батурин Юрий Игоревич;1;35000;краснодарский край;2;2;1;1;1;1;1;2;1
1403597;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Главный специалист;Евстигнеев Яков Прокофиевич;1;28700;новосибирская обл;2;2;1;1;1;1;1;2;1
4610948;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Главный специалист;Пыхтина Злата Ростиславовна;1;31160;новосибирская обл;2;2;1;1;1;1;1;2;1
6378821;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Главный специалист;Язынин Вениамин Валериевич;1;20500;новосибирская обл;2;2;1;1;1;1;1;2;1
915847;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по конкурсным продажам;Корзоватых Фока Сергеевич;1;30000;ростовская обл;2;2;1;1;1;1;1;2;1
7540576;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по конкурсным продажам;Цейдлерин Герасим Сидорович;1;28000;ростовская обл;2;2;1;1;1;1;1;2;1
8134410;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по конкурсным продажам;Соколова Тамара Иосифовна;1;35000;ростовская обл;2;2;1;1;1;1;1;2;1
34761;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по страхованию;Громова Анфиса Андрияновна;1;18000;тверская обл;2;2;1;1;1;1;1;2;1
921880;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по страхованию;Якуничева Диана Трофимовна;1;21525;новосибирская обл;2;2;1;1;1;1;1;2;1
1333206;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по страхованию;Казак Никита Наумович;1;20000;самарская обл;2;2;1;1;1;1;1;2;1
2445223;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по страхованию;Скороходова Ева Федотовна;1;23000;краснодарский край;2;2;1;1;1;1;1;2;1
2503792;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по страхованию;Якшибаев Сократ Ефремович;1;14163,05625;вологодская обл;2;2;1;1;1;1;1;2;1
2999183;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по страхованию;Верясова Алиса Тимуровна;1;25000;ростовская обл;2;2;1;1;1;1;1;2;1
3567315;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по страхованию;Зыльков Петр Никитевич;1;25000;ростовская обл;2;2;1;1;1;1;1;2;1
4449020;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по страхованию;Ширяева Ольга Николаевна;1;20000;самарская обл;2;2;1;1;1;1;1;2;1
4791907;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по страхованию;Жмылев Мирон Герасимович;1;25000;ростовская обл;2;2;1;1;1;1;1;2;1
5650618;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по страхованию;Сунгатулина Эмилия Виталиевна;0,8;20000;ростовская обл;2;2;1;1;1;1;1;2;1
5784250;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по страхованию;Стрельников Эммануил Фролович;1;20000;нижегородская обл;2;2;1;1;1;1;1;2;1
6452481;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по страхованию;Ярмолинский Андриян Артемович;1;12000;тверская обл;2;2;1;1;1;1;1;2;1
6784145;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по страхованию;Бутылина Изольда Семеновна;1;23000;краснодарский край;2;2;1;1;1;1;1;2;1
8527261;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по страхованию;Логвинова Екатерина Алексеевна;1;22000;ростовская обл;2;2;1;1;1;2;1;2;1
9594107;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Менеджер по страхованию;Шаталов Иннокентий Федорович;1;25000;ростовская обл;2;2;1;1;1;1;1;2;1
1430872;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Руководитель отдела;Зефиров Лавр Фомевич;1;65000;тверская обл;4;3;2;1;2;3;3;3;1
1456468;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Руководитель отдела;Дюженкова Арина Марковна;1;80000;санкт-петербург;2;2;2;1;2;2;3;2;1
1915602;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Руководитель отдела;Белозеров Никита Натанович;1;60000;санкт-петербург;2;2;1;1;1;1;1;2;1
2799442;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Руководитель отдела;Жванеца Агата Леонидовна;1;78000;ростовская обл;4;3;2;1;2;3;3;3;1
3417288;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Руководитель отдела;Доронин Прокл Трофимович;1;27912,5;вологодская обл;2;2;1;1;1;1;1;2;1
5105629;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Руководитель отдела;Маюров Осип Андронович;1;120000;санкт-петербург;4;3;2;1;2;3;3;3;1
5811993;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Руководитель отдела;Летова Кристина Геннадиевна;1;60000;самарская обл;4;3;2;1;2;3;3;3;1
6750086;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Руководитель отдела;Тюлепов Евстигней Кондратович;1;60000;санкт-петербург;2;2;1;1;1;1;1;2;1
8654083;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел корпоративного страхования;Руководитель отдела;Филипов Дементий Даниилович;1;61500;новосибирская обл;4;3;2;1;2;3;3;3;1
2220260;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Ведущий специалист;Колбенева Лидия Борисовна;1;30000;санкт-петербург;2;1;1;1;1;1;1;1;1
2527393;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Ведущий специалист;Тесла Афанасий Филимонович;1;30000;санкт-петербург;2;1;1;1;1;1;1;1;1
6783867;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Ведущий специалист;Мамин Мефодий Андроникович;1;30000;санкт-петербург;2;1;1;1;1;1;1;1;1
6966641;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Ведущий специалист;Тюлепов Герман Ипатиевич;1;30000;санкт-петербург;2;1;1;1;1;1;1;1;1
7813195;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Ведущий специалист;Кулигина Валерия Ираклиевна;1;30000;санкт-петербург;2;1;1;1;1;1;1;1;1
1612512;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Главный специалист;Педича Арина Иосифовна;1;20000;нижегородская обл;2;1;1;1;1;1;1;1;1
2224306;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Главный специалист;Нагибина Кристина Геннадиевна;1;30000;санкт-петербург;2;1;1;1;1;1;1;1;1
2247401;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Главный специалист;Яцко Юнона Кузьмевна;1;50000;санкт-петербург;2;2;2;1;2;1;3;2;1
2654917;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Главный специалист;Цедлица Ника Елизаровна;1;30000;санкт-петербург;2;1;1;1;1;1;1;1;1
3860827;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Главный специалист;Сагунова Эмилия Данилевна;1;20910;новосибирская обл;2;2;1;1;1;1;1;2;1
3966884;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Главный специалист;Катаев Август Назарович;1;35000;санкт-петербург;2;1;1;1;1;1;1;1;1
6719372;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Главный специалист;Трухина Римма Елизаровна;1;40000;санкт-петербург;2;1;1;1;1;1;1;1;1
7502945;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Главный специалист;Прибылов Евсей Евстафиевич;1;20500;новосибирская обл;2;1;1;1;1;1;1;1;1
9382190;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Главный специалист;Астафьева Вероника Андрияновна;1;30000;санкт-петербург;2;1;1;1;1;1;1;1;1
9615918;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Главный специалист;Серых Валерьян Алексеевич;1;35000;санкт-петербург;2;1;1;1;1;1;1;1;1
1628453;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Руководитель отдела;Николаева Инна Юлиевна;1;65000;санкт-петербург;2;2;2;1;2;1;3;2;1
2123419;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Руководитель отдела;Целобанова Светлана Игоревна;1;45100;новосибирская обл;2;2;2;1;2;1;3;2;1
2429544;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Руководитель отдела;Завражный Ирина Борисовна;1;35000;самарская обл;2;2;2;1;2;2;3;2;1
2756853;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Руководитель отдела;Головаха Эрнст Никифорович;1;28700;новосибирская обл;2;1;1;1;1;1;1;1;1
3633432;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Руководитель отдела;Доскалиев Эрнест Эрнестович;1;30000;тверская обл;2;2;2;1;2;2;3;2;1
5934478;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Руководитель отдела;Чернышёва Эмма Игоревна;1;35000;санкт-петербург;2;2;2;1;2;2;3;2;1
8418177;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Руководитель отдела;Суружу Лилия Василиевна;1;65000;санкт-петербург;2;2;2;1;2;1;3;2;1
8426292;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Руководитель отдела;Арзамасцева Стела Романовна;1;100000;санкт-петербург;4;3;2;1;2;3;3;3;1
9337352;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Руководитель отдела;Шабалин Фадей Куприянович;1;25000;нижегородская обл;2;1;1;1;1;1;1;1;1
7897269;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Специалист;Перевалова Алла Кузьмевна;1;22000;самарская обл;2;1;1;1;1;1;1;1;1
8607560;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел личного страхования;Специалист;Закрятин Наум Игоревич;1;20000;тверская обл;2;1;1;1;1;1;1;1;1
181057;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Главный менеджер по страхованию;Милюков Аркадий Якубович;1;18040;новосибирская обл;2;2;1;1;1;1;1;2;1
545144;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Главный менеджер по страхованию;Блатова Яна Германовна;1;15990;новосибирская обл;2;2;1;1;1;1;1;2;1
6245775;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Главный менеджер по страхованию;Энговатов Фадей Мечиславович;1;16400;новосибирская обл;2;2;1;1;1;1;1;2;1
6609365;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Главный менеджер по страхованию;Купцов Владимир Андроникович;1;18450;новосибирская обл;2;2;1;1;1;1;1;2;1
6846366;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Главный менеджер по страхованию;Щербатых Фадей Самуилович;1;18040;новосибирская обл;2;2;1;1;1;1;1;2;1
7493359;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Главный менеджер по страхованию;Закрятин Максимильян Елисеевич;1;18860;новосибирская обл;2;2;1;1;1;1;1;2;1
1227618;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Заместитель руководителя отдела;Мячина Эльвира Олеговна;1;23575;новосибирская обл;2;2;1;1;1;1;1;2;1
9740947;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Заместитель руководителя отдела;Александрович Борис Ефремович;1;24600;новосибирская обл;2;2;2;1;2;2;3;2;1
2454772;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Менеджер по страхованию;Корнейчука Дина Мефодиевна;1;15990;новосибирская обл;2;2;1;1;1;1;1;2;1
4465203;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Менеджер по страхованию;Низовцева Лилия Елизаровна;1;15990;новосибирская обл;2;2;1;1;1;1;1;2;1
6300709;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Менеджер по страхованию;Ельцина Нина Геннадиевна;1;16400;новосибирская обл;2;2;1;1;1;1;1;2;1
8031119;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Менеджер по страхованию;Яна Любовь Николаевна;1;14965;новосибирская обл;2;2;1;1;1;1;1;2;1
8136133;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Менеджер по страхованию;Минеева Софья Георгиевна;1;16810;новосибирская обл;2;2;1;1;1;1;1;2;1
8392460;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Менеджер по страхованию;Квасов Соломон Леонтиевич;1;16400;новосибирская обл;2;2;1;1;1;1;1;2;1
9241372;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Менеджер по страхованию;Кабицина Марианна Андрияновна;1;15990;новосибирская обл;2;2;1;1;1;1;1;2;1
1188478;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел партнерских продаж;Руководитель отдела;Краснокутский Гавриил Матвеевич;1;32800;новосибирская обл;2;2;2;1;2;2;3;2;1
1230942;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Пайков Константин Глебович;1;13956,25;вологодская обл;2;2;1;1;1;3;1;2;1
1260438;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Карамышев Владислав Фролович;1;11442,075;новосибирская обл;2;2;1;1;1;3;1;2;1
1365204;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Плахтюрин Ираклий Ираклиевич;1;16000;тверская обл;2;2;1;1;1;3;1;2;1
3088227;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Яцышина Зинаида Ипполитовна;1;15000;ростовская обл;2;1;1;1;1;1;1;1;1
4249989;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Минеева Инга Константиновна;1;20000;краснодарский край;2;2;1;1;1;2;1;2;1
5059537;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Ящина Оксана Павеловна;1;19000;ростовская обл;2;2;1;1;1;2;1;2;1
5244627;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Дагина Алла Станиславовна;1;19000;ростовская обл;2;2;1;1;1;2;1;2;1
5889213;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Набережнева Ника Федоровна;1;15225;вологодская обл;2;2;1;1;1;2;1;2;1
6782285;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Рязанцев Трофим Святославович;1;15000;краснодарский край;2;2;1;1;1;3;1;2;1
7040838;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Кубланов Василий Тихонович;1;16000;тверская обл;2;2;1;1;1;2;1;2;1
7227663;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Ажищенкова Христина Феликсовна;1;20000;ростовская обл;2;2;1;1;1;3;1;2;1
7318471;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Хемлин Вячеслав Всеволодович;1;20000;краснодарский край;2;2;1;1;1;2;1;2;1
7559277;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Кумиров Данила Макарович;1;11330,445;вологодская обл;1;1;1;1;1;1;1;2;1
8451615;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Слукин Кондратий Кондратиевич;1;18000;самарская обл;2;2;1;1;1;3;1;2;1
9426517;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Бычков Данила Захарович;1;16000;тверская обл;2;2;1;1;1;2;1;2;1
9815656;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по развитию и сопровождению агентских продаж;Борщёва Вероника Родионовна;1;18000;самарская обл;2;2;1;1;1;2;1;2;1
23863;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Климцов Аркадий Казимирович;0,5;6304;краснодарский край;1;1;1;1;1;1;1;2;1
464903;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Швечикова Галина Всеволодовна;0,1;1116,3;краснодарский край;1;1;1;1;1;1;1;1;1
516565;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Махнера Аза Данилевна;1;12742;ростовская обл;1;1;1;1;1;1;1;2;1
1037212;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Громова Зоя Игоревна;1;12000;тверская обл;2;2;1;1;1;1;1;2;1
1170324;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Трошкина Анфиса Тихоновна;1;12000;тверская обл;2;2;1;1;1;1;1;2;1
2021643;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Голышева Эльвира Анатолиевна;1;20000;краснодарский край;1;1;1;1;1;1;1;1;1
2462413;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Головаха Зиновий Севастьянович;0,1;1274,2;ростовская обл;1;1;1;1;1;1;1;1;1
3335290;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Кравцев Эрнест Феликсович;0,5;6304;краснодарский край;1;1;1;1;1;1;1;2;1
3734327;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Ягутян Евграф Данилевич;0,5;9304;краснодарский край;1;1;1;1;1;1;1;2;1
3751561;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Лобачёва Ефросинья Михеевна;0,1;1274,2;ростовская обл;1;1;1;1;1;1;1;1;1
4261178;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Косомова Ариадна Данииловна;1;11163;самарская обл;1;1;1;1;1;1;1;2;1
4765450;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Карантиров Кузьма Михеевич;0,5;5581,5;краснодарский край;1;1;1;1;1;1;1;1;1
5120795;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Хабибуллин Мефодий Сидорович;1;11570,2;новосибирская обл;1;1;1;1;1;1;1;2;1
5405223;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Халипова Любава Данилевна;0,1;1274,2;ростовская обл;1;1;1;1;1;1;1;1;1
6439599;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Зуева Каролина Казимировна;0,5;6304;краснодарский край;1;1;1;1;1;1;1;2;1
6737205;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Быстрова Ксения Афанасиевна;1;11570,2;новосибирская обл;1;1;1;1;1;1;1;2;1
6754415;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Данькин Федот Валериевич;0,5;6304;краснодарский край;1;1;1;1;1;1;1;2;1
6874835;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Зобов Денис Феликсович;1;12000;тверская обл;2;2;1;1;1;1;1;2;1
7041927;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Желвакова Ника Игнатиевна;0,5;5581,5;краснодарский край;1;1;1;1;1;1;1;1;1
7213416;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Сомкин Фома Аникитевич;1;15000;тверская обл;1;1;1;1;1;1;1;2;1
7625650;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Гунина Рената Алексеевна;1;17000;самарская обл;1;1;1;1;1;1;1;2;1
8140013;Типовой филиал;Центральный офис;Департамент корпоративного и розничного страхования;Отдел по организации агентских и офисных продаж;Менеджер по страхованию;Актжанова Элеонора Емельяновна;0,9;10046,7;краснодарский край;1;1;1;1;1;1;1;1;1
